id,title,original_title,original_language,release_date,release_year,decade,overview,popularity,vote_average,vote_count,origin_country_code,origin_country_name,genre_ids,primary_country,matched_conflict,match_score,matched_keywords,match_source,out_of_scope_category,temporal_check
57218,Bal-Can-Can,Bal-Can-Can,mk,2005-10-11,2005,2000,"A Macedonian military deserter and his Italian blood-brother are searching for a dead grandmother wrapped up in a stolen carpet, all over the Balkan's criminal underworld.",0.3118,7.048,21,GB,United Kingdom,"[28, 12, 35, 80, 18, 10752]",GB,,0,[],,,no_check_needed
57483,Special Forces,Special Forces,en,2003-06-06,2003,2000,"When the crazed commander of a sadistic army in Moldavia kidnaps an American photojournalist and holds her hostage, his misguided actions ignite a targeted response from Maj. Don Harding and his trained squad of special forces soldiers. With help from a local schoolteacher who's trained in martial arts, Maj. Harding readies his troops for an all-out offensive.",0.5532,5.429,21,US,United States,"[10752, 28, 53]",US,,0,[],,,no_check_needed
57499,My Enemy's Enemy,My Enemy's Enemy,en,2007-08-31,2007,2000,"Reveals an alternate history of the post-war world. This is a version of history where, in contrast to what we are all told, fascist ideology prevailed. The story of Klaus Barbie, Nazi torturer, American spy, tool of repressive right-wing regimes, is symbolic of the real relationship that the ""Western"" governments had with fascism and makes us see the world as it is today - and the politicians that inhabit it - in a different way.",0.3631,7.1,11,"GB,US","United Kingdom,United States","[99, 36, 10752]",GB,World War II,1,['nazi'],overview,,consistent
57563,Level Five,Level Five,fr,1997-02-19,1997,1990,"Laura, a French programmer, inherits the task of creating a game about the World War II Battle of Okinawa. Her research and interviews with Japanese experts and witnesses prompt her to reflect on life, humanity, and the lasting influence of history and memories.",0.4049,6.109,32,FR,France,"[99, 10752, 878]",FR,World War II,2,"['world war ii', 'okinawa']",overview,,consistent
57602,A Screaming Man,Un homme qui crie,fr,2010-09-29,2010,2010,"Adam Ousmane is a pool attendant at a local resort. When the new managers decide to downsize, Adam loses his job to his own son, Abdel. Shattered by the turn of events, Adam is pressured into contributing to the Chadian war effort. With no money to speak of, the only asset he can donate is his son.",0.4119,6.2,30,FR,France,"[10752, 18]",FR,,0,[],,,no_check_needed
57924,Auschwitz,Auschwitz,de,2011-02-11,2011,2010,Auschwitz is a hard-hitting war film which shows life as it really was at the death camp.,0.3556,3.5,33,DE,Germany,"[36, 10752]",DE,World War II,2,"['auschwitz', 'death camp']",overview,,consistent
58062,Into the Arms of Strangers: Stories of the Kindertransport,Into the Arms of Strangers: Stories of the Kindertransport,en,2000-09-15,2000,2000,"In the nine months prior to World War II, 10.000 innocent children left behind their families, their homes, their childhood, and took the journey... to Britain to escape the Nazi Holocaust.",0.4052,7.441,34,"GB,US","United Kingdom,United States","[99, 36, 10752]",GB,World War II,3,"['world war ii', 'nazi', 'holocaust']",overview,,consistent
58375,Too Young The Hero,Too Young The Hero,en,1988-03-27,1988,1980,"TV movie based upon the true story of Calvin Graham, who, as a 12 year old boy, enlisted in the US Navy during WWII.",0.2843,5.727,11,US,United States,"[18, 10770, 10752]",US,World War II,1,['wwii'],overview,,consistent
58435,Hitler: A Film from Germany,Hitler - Ein Film aus Deutschland,de,1978-06-07,1978,1970,"A structure-free, four-part examination of the rise and fall of the Third Reich. Each part explores a different topic, from Hitler's cult of personality in propaganda to how said propaganda was associated with pre-Nazi German cultural, spiritual, and national heritage to the Holocaust and the ideology behind it, particularly from Himmler's point of view.",0.5302,7.096,26,DE,Germany,"[18, 36, 10752]",DE,World War II,4,"['nazi', 'hitler', 'third reich', 'holocaust']",overview,,consistent
58736,The Cow and I,La Vache et le Prisonnier,fr,1959-12-16,1959,1950,"In 1942, a French prisonner of war in Germany decide to escape to France using a cow hold by a lunge as a decoy. He cross all Germany in this way.",0.5477,6.73,137,FR,France,"[10752, 35, 12]",FR,World War II,1,['1942'],overview,,consistent
58760,Jackboots on Whitehall,Jackboots on Whitehall,en,2010-10-08,2010,2010,A satirical alternative history of World War II where the Nazis seize London and England must band together to prevent a full on invasion.,0.5852,4.9,30,"GB,US","United Kingdom,United States","[10752, 16, 35]",GB,World War II,2,"['world war ii', 'nazis']",overview,,consistent
58767,Sniper: Reloaded,Sniper: Reloaded,en,2011-04-26,2011,2010,"Marine Sgt. Brandon Beckett, son of the U.S. Marine Corps' deadliest sniper, Thomas Beckett, must turn to his father's former protégé (Billy Zane) to track down and kill a mysterious sniper before he kills his next target.",3.8642,5.801,226,US,United States,"[10752, 28, 53, 18]",US,,0,[],,,no_check_needed
58928,Fragments of Antonin,Les Fragments d'Antonin,fr,2006-11-08,2006,2000,A psychiatrist who probes the mind of traumatized soldiers attempts to unlock the secret that drove a gentle but deeply-disturbed World War I veteran to the edge of insanity.,0.1571,6.588,17,FR,France,"[18, 10752]",FR,,0,[],,World War I,no_check_needed
59180,"Rob Roy, The Highland Rogue","Rob Roy, The Highland Rogue",en,1953-10-26,1953,1950,"After the 1715 defeat of the clans, one of the highland leaders, Rob Roy MacGregor escapes, has lots of adventures, gets married, and eventually becomes enough of a nuisance to George I to be outlawed, and hunted by the English",0.3907,5.219,16,"GB,US","United Kingdom,United States","[28, 12, 10752]",GB,,0,[],,,no_check_needed
59283,The Edelweiss Pirates,Edelweißpiraten,de,2004-08-29,2004,2000,"Cologne towards the end of the Second World War. The city is in ruins, everyone is afraid, many are dead. It is a time of great inhumanity. Cologne’s young Edelweiss Pirates refuse to submit to the pressure of the Nazi regime. They fight with the Hitler Youth and scrawl anti-war propaganda on walls. Karl is an Edelweiss Pirate; his younger brother, Peter, is in the Hitler Youth movement. The two young men have been alone ever since their mother’s death in a bombing raid; their father is serving at the front, and their older brother, Otto, has been killed in action. Otto’s financée, Cilly, is doing her best to survive the war with her children. Carl is trying to help her.",0.4109,5.375,16,DE,Germany,"[18, 36, 10752]",DE,World War II,3,"['second world war', 'nazi', 'hitler']",overview,,consistent
59291,The Only Way,The Only Way,en,1970-01-01,1970,1970,"In April 1940, the armies of Nazi Germany invaded Denmark. The Danish government promised peaceful cooperation on the condition that Denmark's Jews remained free. The Nazis agreed. In October 1943, the agreement was broken... This is the true and magnificent saga of Denmark's valorous actions to save Danish Jews from Nazi extermination at peril of death!",0.4578,6.25,10,US,United States,"[18, 10752]",US,World War II,4,"['nazi', 'nazis', '1943', '1940']",overview,,consistent
59349,The War Is Over,Après la guerre,fr,1989-04-26,1989,1980,The film is set in France in August 1944 at the end of the war. German troops are in retreat as the allies are coming in. Two French boys run from home and on their journey they stumble upon a German soldier. Soon they become friends and together they head towards Lyon...,0.4602,7.106,33,FR,France,"[10752, 35, 18]",FR,World War II,1,['1944'],overview,,consistent
59401,The Red Badge of Courage,The Red Badge of Courage,en,1951-09-27,1951,1950,"Henry Fleming is a young Union soldier in the American Civil War. During his unit's first engagement, Henry flees the battlefield in fear. When he learns that the Union actually won the battle, shame over his cowardice leads him to lie to his friend Tom and the other soldiers, saying that he had been injured in battle. However, when he learns that his unit will be leading a charge against the enemy, Henry takes the opportunity to face his fears and redeem himself.",0.6071,6.424,66,US,United States,[10752],US,,0,[],,American Civil War,no_check_needed
59487,Return from the River Kwai,Return from the River Kwai,en,1989-04-07,1989,1980,"A group of war prisoners has spilt blood, sweat and tears to construct a bridge over the river Kwai in Thailand. Just when the bridge is ready, an American bomber arrives and destroys it. Camp commander Tanaka wants to set an example and orders that some of the prisoners must be executed. Just in time major Harada arrives with orders that the healthiest prisoners must be transported to Japan by train and boat. A treacherous journey since the allied forces keep a close eye on railroads and practically own the seas.",0.5131,5.071,28,GB,United Kingdom,[10752],GB,World War II,1,['allied forces'],overview,,consistent
59709,Britannic,Britannic,en,2000-01-10,2000,2000,"It was the sister ship of the infamous Titanic... and its final destiny was the same. Experience the true untold story of Britannic, a tumultuous, epic voyage of human passion, courage and betrayal aboard an ill-fated ocean liner bound for a shattering demise. With the world at war, an undercover British agent (Amanda Ryan), embarks the Britannic in search of a German spy believed to be on board to sabotage the ship. Posing as a governess, the undercover agent finds herself falling in love with the ship's chaplain (Edward Atterton). In a stunning discovery, the lovers suddenly find themselves enemies of war. And when a massive explosion deals a deathblow to the ship, their battle becomes one for their own survival. With a dynamic, international cast and a story line that hosts a chilling tale of espionage, politics and romance, Britannic brings one of history's most devastating events to riveting, new life.",1.0246,6.792,77,"GB,US","United Kingdom,United States","[28, 18, 36, 10770, 10752]",GB,,0,[],,,no_check_needed
59993,World War Three,Der Dritte Weltkrieg,de,1998-12-01,1998,1990,"This mock documentary uses archival footage, interviews and reports taken out of context and staged interviews to highlight a possible escalation into a nuclear war. In this feature, tension in East Germany, and an uprising triggered by a visit by Gorbachev sees a successful military coup taking place in the USSR. Western actions against brutal crack-downs on civilians involved increases tension between the sides, finally resulting in nuclear war.",0.1334,7.278,9,DE,Germany,"[10752, 18, 10770]",DE,Cold War,1,['east germany'],overview,,consistent
60285,Alvarez Kelly,Alvarez Kelly,en,1966-10-06,1966,1960,"In 1864, during the American Civil War, Mexican cattleman Alvarez Kelly supplies the Union with cattle until unexpected circumstances force him to change his customers.",1.0304,6.237,59,US,United States,"[37, 10752]",US,,0,[],,American Civil War,no_check_needed
